,class
102140,0
12769,0
82734,0
29481,0
114280,0
33892,1
112170,1
59221,1
73224,0
116091,0
98803,1
17802,0
91407,0
133727,0
66778,0
92371,0
26431,1
46760,1
132968,1
94671,0
38798,1
66112,0
124711,0
103178,0
101795,1
85825,0
115176,1
20571,0
105385,1
37911,1
6898,0
68659,0
68088,0
93668,0
36014,0
137164,0
55201,0
21554,1
4065,0
46833,0
61429,1
11449,1
74444,1
136248,1
98669,1
96955,0
89846,0
46329,1
7555,0
60692,0
137249,0
5842,0
2576,0
111191,1
78620,0
120308,0
25436,1
102764,1
6482,0
85569,0
80466,1
80798,1
77725,1
772,0
133061,0
136575,0
130301,1
52449,1
125167,0
109424,1
105634,0
68583,0
110116,1
2235,0
137274,0
1944,0
45069,0
82485,0
109828,1
45216,1
48950,1
74220,0
129644,0
50055,1
44834,0
20542,0
90916,1
68827,0
128009,1
135696,1
68864,1
11320,0
20173,0
93513,0
85404,1
95878,0
18768,0
92086,0
106696,1
24676,1
14342,1
39641,0
61734,1
133193,1
10777,1
42426,1
36618,1
12912,1
13773,0
4970,1
35911,1
106348,0
9874,0
58800,0
4678,0
67463,1
91613,1
131788,1
46352,0
44225,0
130614,0
53403,0
109705,0
12366,0
112574,0
69450,0
121984,0
27153,0
110868,0
987,1
38835,0
7176,0
105264,1
105402,1
108049,0
36286,0
131846,0
54154,1
2697,1
122828,0
101728,0
11823,0
96734,1
62580,0
110774,1
48033,0
7642,0
74830,0
19011,1
54239,0
57734,0
110161,0
123260,1
8471,0
89027,0
23932,1
85165,1
119313,0
32577,1
99501,0
32929,0
37261,0
136149,0
118327,1
109147,0
52294,0
119886,0
73947,1
51172,1
34546,1
15916,0
34068,0
49540,1
97653,0
27132,0
2378,1
22650,1
119714,0
31334,0
116693,1
107332,0
123235,0
15154,0
23839,0
29091,0
58046,0
100454,0
126710,1
59869,0
87502,1
76384,0
123135,0
81077,0
47986,1
51128,0
97702,0
1870,0
10980,1
57351,1
133275,0
135767,0
74561,1
129195,0
73007,1
55635,0
77298,0
85908,1
91354,0
708,1
104735,0
8656,1
12645,0
39655,1
95702,0
56541,1
92106,0
118075,0
96771,0
17663,1
27253,0
28228,1
84875,0
96276,0
105521,0
6250,0
80388,0
6044,0
44772,0
89060,0
134005,0
123590,1
70084,0
15965,0
106365,0
131605,1
105991,0
7754,0
54551,1
16144,1
49038,1
97198,0
74649,1
55776,0
79064,1
116806,1
112243,0
7936,1
135941,0
32348,0
64227,1
119008,1
130422,0
43035,1
119144,0
68308,0
76564,0
20928,0
43295,1
70467,0
31875,0
52994,1
103671,0
46611,0
25823,1
104035,0
59856,1
124779,0
94190,0
94897,0
3303,0
63947,0
97503,0
121654,0
75543,0
32625,0
60777,0
136474,1
122595,1
50650,0
22692,1
10316,1
103582,0
23018,0
106253,0
45386,1
129118,1
74516,0
133959,0
62367,1
127833,0
126742,0
74685,0
22728,0
122169,0
134180,0
9839,0
81353,0
61884,1
86043,1
38928,1
86240,1
41213,0
108991,0
90637,0
1838,1
114351,1
127238,1
107693,1
113435,1
41618,0
136841,0
14709,0
34415,0
127470,0
68093,0
80340,0
44190,0
62588,1
45400,0
132744,1
104455,0
3439,0
66324,0
38702,0
62666,1
42828,1
87391,0
29608,1
24986,1
57032,1
107795,1
99362,1
48650,0
73098,1
43740,0
76984,1
65036,0
50987,0
124919,0
132226,0
133659,0
85198,0
84049,1
43210,0
74254,1
114816,1
20585,1
21717,0
133784,1
74074,1
65449,1
98414,0
102437,0
2112,0
63647,0
13212,1
47358,0
76567,0
75145,1
77257,0
5233,1
6170,0
95947,1
93939,0
129094,1
126479,1
48772,0
97643,0
70076,1
96471,1
95816,0
12925,1
32435,0
28271,1
130479,0
105386,1
52057,0
20313,0
80525,0
58492,1
110541,0
41060,1
110834,1
93180,0
16994,1
91066,0
76418,0
126096,1
122201,0
107460,0
60224,0
41084,1
121141,1
71244,0
98864,0
101527,1
111923,0
73684,0
107017,1
54514,1
63654,0
46092,0
107717,0
98691,0
76271,0
41961,1
41701,1
122386,0
6171,0
118019,1
58189,0
70660,0
67668,1
91778,1
51911,0
35050,1
89269,1
41230,0
72795,1
45445,0
7751,0
60215,1
79431,0
66522,0
20800,0
100798,1
72354,0
23306,0
12594,0
133998,1
84200,0
12861,1
136379,0
79370,1
18702,1
85925,0
110544,0
129050,1
113268,1
59342,0
60472,0
89917,0
76194,1
127587,0
30895,0
82897,1
38463,1
7296,0
11607,0
133895,0
71280,0
17413,0
30206,0
59213,0
70569,0
68539,1
43802,0
114973,1
119363,0
89950,0
17166,0
104470,1
67697,0
83243,0
5153,1
26702,0
64040,0
85577,0
66976,0
24378,0
56148,1
102343,1
64840,1
59306,0
84820,0
82680,1
129923,1
135017,0
9007,0
21785,0
16831,0
66261,1
132799,0
41937,0
8216,0
60328,1
54098,0
133271,0
86804,0
56942,0
44157,0
135510,0
121073,1
15491,0
100332,1
22017,0
17014,1
81612,0
126360,0
137714,1
111804,0
8063,0
85467,0
130455,1
46060,0
83468,1
137388,0
122278,0
41135,1
52856,0
110550,0
34379,0
17569,0
24253,1
42851,1
49728,1
61410,0
46272,1
115821,0
39981,0
130064,1
64400,0
8101,1
125088,1
108914,1
93681,1
79092,1
102909,0
61448,0
33049,0
7286,0
102886,0
90679,0
46070,0
500,1
107084,1
136889,1
66195,1
48731,0
8358,1
15275,0
16492,0
109772,0
125312,1
43614,1
125255,0
132667,0
95750,0
22388,1
119009,0
10294,1
10800,0
15073,0
42476,1
45170,0
23849,0
25923,0
38919,0
6221,1
379,1
69630,1
82689,0
56677,0
97923,1
73621,1
78452,0
122696,1
120175,0
85650,1
68582,1
121476,1
17861,0
4072,1
86964,0
100344,1
25938,0
92724,0
43188,0
93336,0
54746,1
4416,0
130460,0
16711,1
86277,1
66211,0
31215,1
4024,0
100876,0
105644,1
129873,1
121058,0
5934,0
70060,1
92695,0
64272,0
44410,1
41848,1
56442,0
96165,1
98422,0
135673,1
126663,1
3818,0
47305,0
95535,1
40052,0
125433,1
4276,1
70403,0
22879,0
123893,0
60140,0
53060,0
12904,1
102699,1
35855,0
131709,0
99302,1
55996,0
45533,1
99204,0
33841,1
118177,0
25421,0
86302,1
134166,0
55367,0
99946,0
125319,1
88556,1
16933,1
125598,1
55087,1
16337,0
102928,0
31464,1
102596,0
88432,1
32184,1
49233,0
50515,1
135193,0
13456,0
132384,1
39439,1
122216,0
136659,0
67270,1
91661,0
121917,1
117389,1
51418,0
134869,0
12016,1
12069,1
50286,1
128340,1
34912,0
48514,1
115859,1
78465,0
64405,0
4720,0
64404,0
49423,0
46048,1
56992,1
25218,0
58028,1
99511,1
117369,0
49601,0
129451,1
22612,1
70264,1
46790,0
14762,0
77438,1
123011,0
75302,1
45363,0
79338,0
128909,1
126212,1
20357,0
14071,0
25875,0
56742,0
53766,1
88575,1
40935,0
82846,0
122958,1
75432,1
120877,0
110595,0
41047,1
110136,0
44730,0
99708,1
59429,1
102628,0
109522,1
71381,0
38827,1
101940,1
82310,0
104930,0
124320,1
82475,0
125347,1
123064,1
30795,0
129281,0
86005,1
48057,1
28318,1
12514,1
65058,0
75671,1
87423,1
79096,1
63045,1
106043,0
110753,1
80196,0
84191,1
29864,0
26921,1
129285,0
65633,0
32524,0
63823,1
43050,0
68643,0
12032,1
95267,1
33246,1
50910,1
22726,0
30473,0
92508,1
69915,1
77630,0
24915,0
51621,1
112984,1
57904,1
26960,0
10987,0
20301,1
34515,1
136300,0
18776,0
21854,0
70514,0
26880,0
101435,1
78039,0
1216,1
44480,1
26769,0
96736,0
17868,0
73535,0
74077,0
70537,0
117640,0
63597,0
93479,0
79640,0
136281,0
76742,0
82924,0
136329,1
74398,0
93485,0
92647,1
122873,0
56455,0
77496,0
79036,1
508,0
6462,1
121050,0
92639,0
31486,1
18267,1
111027,1
33979,0
19306,1
30461,1
127290,0
135083,0
92158,0
66199,1
82274,1
10295,0
84510,0
126177,1
38894,0
23447,0
6446,1
6886,1
13282,0
92873,1
94215,0
48644,0
136592,0
103062,0
44109,0
87990,1
6445,0
108949,0
49162,0
77848,1
85364,0
118749,0
121384,1
44859,0
64156,0
68682,1
62134,1
133939,1
94258,1
93524,1
22826,0
37193,1
120174,0
55498,0
21943,0
115891,0
62594,0
51095,0
18603,0
67272,1
43739,0
36224,1
98972,1
94168,1
130331,1
35806,1
59292,0
124103,1
50178,0
126279,0
111251,1
43499,0
40812,0
78604,0
31977,1
99633,0
86792,0
37789,0
60578,1
121271,1
69664,1
9984,0
54057,0
10191,0
11069,0
46656,1
25602,0
94216,0
21693,0
73672,0
98900,0
6610,0
32043,0
69997,0
25113,1
71325,1
26286,0
16489,0
59108,1
23993,0
102407,0
106744,1
127002,1
123491,0
5738,1
98274,0
8891,0
114978,0
18750,1
137457,1
126972,0
15346,0
108686,0
36366,1
116670,0
98592,1
116550,0
95710,0
62101,0
129971,0
81404,0
40463,0
88531,1
66873,0
16189,1
55779,0
80381,0
44058,0
123838,0
10753,0
1835,1
13383,1
132077,1
97248,1
6412,1
87676,0
17837,0
70376,0
65993,1
112511,0
1166,1
41092,0
131264,1
128846,0
50277,0
88847,0
115957,0
116824,0
53053,0
106900,0
16128,0
75695,0
45924,1
106979,0
13097,1
46073,1
113783,1
123346,0
87230,0
67316,0
41902,1
115363,1
109605,1
35144,1
119124,0
92600,0
105099,0
69451,0
107007,0
52162,1
37105,0
90079,0
98752,0
117818,1
124143,0
91390,1
72940,0
33296,0
61382,0
118816,0
82374,1
129760,0
120960,0
56689,0
87180,1
88064,1
112176,1
112841,0
51471,1
54531,0
134110,0
124191,0
60879,1
85687,0
90463,1
100461,1
85893,0
81789,1
4941,1
20754,0
10804,1
123724,1
67022,0
37765,1
69747,1
54158,0
62258,0
119477,0
42061,1
112164,0
125068,1
101729,1
112629,0
58926,0
54955,1
17031,1
112719,0
110794,0
117676,0
99229,1
61472,0
1916,1
97898,0
5100,0
115834,1
47088,1
59923,1
125591,0
15809,0
66562,1
65078,1
136421,0
123731,0
80880,0
77529,0
52476,0
73712,0
129078,0
19381,0
112887,0
51868,0
16938,0
131276,1
17285,0
68570,0
127063,1
41954,1
98276,0
51524,1
56747,1
122362,1
36690,0
7535,0
130391,1
126902,1
107456,1
107593,1
34137,0
56329,0
14291,0
120643,0
69606,0
29934,1
384,0
64354,1
77825,0
112169,0
114711,0
87070,1
27899,0
121706,1
31022,1
67066,0
2795,0
64238,0
88682,0
113728,1
58754,0
73479,1
110281,0
122235,1
123691,1
13454,0
52562,0
125856,1
24372,0
77313,0
54662,0
124623,0
70533,1
62589,1
87149,1
63015,0
3542,1
102558,0
6844,0
80451,0
17352,0
120607,1
39555,1
116577,1
125672,0
1974,0
117368,0
13131,0
4662,0
66466,1
120082,0
91149,0
122833,1
113928,0
125503,0
71060,1
91695,1
46484,1
54499,0
68307,0
109053,0
111745,0
44483,1
28586,0
57031,1
65748,0
69485,1
19497,0
53361,0
50408,0
132349,0
92848,1
137725,0
90105,1
23799,0
101294,1
24081,0
87781,0
91015,0
99119,1
74514,1
84807,1
30966,0
68313,0
63993,0
94674,0
48634,0
4007,1
95988,1
82081,0
16172,1
114085,0
84582,1
67401,0
110316,0
103114,0
26899,0
111722,0
108546,0
76875,0
17787,0
127896,0
32444,0
81050,0
26165,0
97451,1
42399,1
110149,1
59149,1
126020,1
135718,1
40876,0
43448,0
62283,1
31332,0
24096,1
84453,0
20374,0
34304,0
103631,1
109475,1
72569,0
131526,1
7920,0
130591,1
135633,1
82190,0
73391,0
120305,0
33152,0
105057,0
47556,0
123371,1
104380,0
74086,0
44370,0
48328,0
10738,1
97228,1
103316,0
80912,0
29462,0
15887,0
34977,1
15530,0
93739,0
18858,0
114946,1
36144,1
81415,0
108754,0
85120,0
25174,1
70194,0
97648,0
120987,0
44580,1
22237,0
75821,1
124509,1
34897,1
64900,1
8930,0
46081,1
54058,0
25187,0
27108,0
38997,1
121877,0
132204,1
96596,0
73888,1
28126,0
115800,0
117949,0
81644,0
13618,0
132375,1
8126,0
120271,0
17796,0
127733,1
121245,0
44511,0
100162,1
3088,1
54377,1
59573,0
24879,1
39070,0
27987,1
32853,1
120289,1
125448,1
107506,1
124075,0
89133,1
17361,0
73623,0
70840,0
13686,1
30822,0
95265,1
64317,0
114532,0
62648,1
117153,0
41877,1
124211,0
90871,1
13926,1
16104,0
101881,0
92100,0
17339,0
7522,0
83732,0
70283,0
77583,0
97375,1
47702,0
9658,1
109183,0
101862,0
79115,0
21245,0
99137,0
8673,0
10847,1
120544,1
39437,0
83556,1
67223,0
26539,1
11258,0
56061,0
66704,1
99771,0
111111,1
134259,1
130955,0
96928,1
40283,0
97216,1
79813,1
52945,1
124304,0
23816,0
57091,1
122613,0
127149,1
19825,1
55790,0
33284,0
21771,1
64849,1
72602,0
21290,1
27045,0
119351,1
115814,0
80581,0
112519,0
80048,1
47629,0
105850,1
50599,1
8384,0
105228,0
76974,0
73488,0
58313,1
125211,0
104154,0
124804,1
98933,0
72804,0
61765,0
45661,0
63218,1
88113,0
56928,0
127277,0
110052,1
11418,0
79033,0
70561,0
132136,1
34730,0
107002,0
29077,0
28858,1
96342,1
127103,0
84384,0
80996,0
78563,1
25009,0
44395,0
52204,0
19896,0
70489,1
26263,0
111157,0
13668,0
123684,0
123246,0
71745,1
46339,1
26513,0
79956,1
62903,0
78147,0
20160,0
117886,0
36318,0
62281,0
40726,1
59533,0
135298,1
28294,0
107837,0
82151,0
88510,0
73340,1
11090,1
7101,0
56406,1
100139,1
73559,1
132801,0
125511,0
17721,1
137097,1
20932,1
9914,1
59268,1
122393,1
93248,1
59567,1
35376,0
50459,1
45582,1
30670,1
90062,0
82196,1
108123,1
108832,0
50446,1
25963,1
53915,1
104124,0
120282,1
66178,0
7424,0
31555,0
41999,0
113417,1
49943,1
22092,0
48157,0
41072,1
71748,1
2951,0
42249,1
64622,1
112652,0
17566,0
84029,0
108209,1
81004,0
134132,1
33495,1
130315,0
71781,0
68221,0
82569,1
30058,1
24183,0
25926,0
56876,1
31481,1
104857,0
101628,0
81141,1
86620,0
3692,1
48421,0
81737,0
89223,0
88480,1
131123,0
37217,0
43452,0
50709,0
26285,1
126284,1
27169,1
74944,1
78954,1
107110,1
56283,0
136623,1
73218,1
18075,0
130619,0
68368,1
124104,1
125162,1
13169,0
5377,0
19925,0
71770,0
46695,1
330,1
110766,0
34518,1
116440,0
92649,0
11167,1
106084,1
125241,1
92832,1
28440,1
26619,0
13585,1
72299,0
136223,0
31145,1
57409,1
136616,0
86094,0
75937,1
27053,1
104369,1
14488,0
3593,0
77535,1
6946,0
27373,1
104607,1
44523,0
55830,0
126677,0
129959,0
51962,1
12616,0
12070,1
46178,0
104097,1
131291,0
45405,0
75413,0
42020,1
53617,1
11662,0
79416,0
105713,0
112470,0
57544,0
45100,0
121306,1
126184,0
41453,1
61113,0
35926,0
77809,0
50885,1
55558,0
18099,0
15964,1
79345,0
4897,1
75312,0
16997,0
25929,0
24349,1
88005,0
72375,0
72613,0
40022,1
132369,0
73401,0
111044,1
73698,1
129194,1
66315,0
54303,1
128896,0
87289,1
103182,0
137797,0
47971,0
120638,0
23612,1
15372,1
130120,1
32709,0
81256,0
94390,0
83030,0
21941,0
91023,1
60465,0
47085,1
110157,0
86106,0
87071,0
15616,1
50770,0
118515,1
5125,0
12496,0
45857,0
98908,0
30862,0
16064,1
93889,1
128205,0
133346,1
50997,0
86093,0
64492,0
123929,0
63852,0
34992,0
22684,0
128344,0
28521,0
52521,0
62224,0
134872,0
20725,1
21354,0
77514,1
131511,0
39990,0
13996,1
49680,0
134709,0
12754,0
45414,1
36117,0
109064,1
11879,0
109519,0
85774,0
118980,0
33085,0
56886,1
1228,0
58163,0
73029,1
86285,0
8467,0
57868,0
74854,0
76484,0
47023,0
29673,0
125676,1
131831,0
128140,0
22338,0
121291,1
133304,0
12984,1
77935,1
88328,0
133026,1
2334,1
119981,1
103281,1
73452,1
76337,1
114898,0
77598,1
4384,0
113404,0
114599,0
47158,0
93110,0
79672,0
120156,0
47811,0
3375,0
1241,0
110223,0
67746,0
100397,1
5535,1
107558,0
34450,1
102172,0
129893,1
75465,1
23070,0
12474,1
88104,1
106767,0
4163,1
57611,0
124206,0
118860,1
102677,0
43635,1
64255,1
19984,0
16223,1
8619,0
50242,0
67943,0
6455,1
79528,0
122334,0
23431,1
64526,1
134732,1
14732,1
36080,0
69061,1
14170,0
64986,1
74306,0
19824,0
83250,1
115467,0
74236,0
131942,0
22247,1
66806,1
65269,0
95414,1
123258,1
4789,0
11474,1
53477,0
87633,0
87811,1
57836,0
93968,0
69120,0
133547,0
30801,0
113178,1
137411,0
105723,1
132036,1
110242,1
10912,1
111175,1
91620,1
117766,0
98909,0
23283,1
128708,1
56377,0
58975,0
361,0
40609,0
17791,0
106545,1
40124,1
62545,1
25104,0
92396,0
95601,0
89766,1
19912,0
100327,1
126545,0
48930,1
22129,0
7950,1
73674,1
132868,1
93520,0
41611,0
134004,1
67682,0
94552,1
73587,1
6970,0
13551,1
111859,0
74360,0
48704,0
8326,0
129261,0
56972,1
25142,1
20930,1
14898,1
120318,0
111436,1
87006,0
10336,0
9518,0
71090,1
23146,1
113658,1
63740,1
15356,1
4635,0
122914,1
136515,1
63819,0
66666,0
3308,0
72024,0
114921,0
43710,0
13317,0
135351,0
776,1
103563,0
54106,0
85974,0
109406,0
82338,0
114044,0
106167,0
26252,0
5098,0
11514,0
52378,0
31681,1
93768,1
127710,1
15094,0
45868,0
117471,0
100388,0
117003,0
45626,0
79195,1
132930,0
44146,0
2716,1
15782,1
106533,1
120529,1
106759,1
90208,0
104679,0
78990,0
129190,1
42723,1
10066,1
49422,0
17870,0
60757,0
48010,0
123959,0
12635,0
84537,1
131233,0
83984,1
23487,0
133478,1
13920,0
88605,1
4796,1
47094,0
11959,0
42260,0
80559,0
8767,1
120589,1
76078,0
52918,0
106906,1
79154,0
51136,0
67938,1
97853,0
109853,0
129369,0
34087,0
121772,1
11745,0
114235,0
79509,0
30111,1
20413,0
118664,0
125030,0
9509,0
33820,1
81849,0
79774,1
59662,1
101047,0
38216,0
27954,0
55914,1
17074,0
90439,0
24245,1
47367,1
1963,1
129908,0
25446,0
57334,0
114034,0
37031,0
136297,0
69384,0
7358,1
25873,0
12730,1
36281,0
8603,1
109109,0
74711,1
20089,1
131756,1
90890,0
119751,0
45935,1
63410,0
89957,0
88193,1
87316,0
70006,0
127541,0
69832,0
94968,0
39702,0
69096,1
130950,1
51398,1
47156,1
85962,0
94217,0
118380,0
11731,0
109948,1
31974,0
16815,1
8726,0
70942,0
46936,0
59911,1
127443,0
113057,1
41684,1
44947,0
39010,1
118306,0
58831,0
108140,1
135483,1
96601,1
53605,0
57094,0
47683,0
56450,0
18915,0
110768,1
47343,0
31705,0
99622,0
55876,0
97164,1
50972,1
35504,1
46708,1
20133,1
5254,1
44384,0
118048,0
61677,1
89336,1
84040,0
89840,1
82244,0
7475,0
54315,0
76804,0
62256,0
63290,1
107605,0
123426,1
103258,1
64762,1
36744,1
25282,0
102043,0
75822,0
126971,1
45619,0
124251,0
64702,1
109566,0
35358,0
14683,0
84670,0
48132,0
83787,1
52860,1
123366,1
31787,0
107214,0
68017,0
85258,0
61141,0
101951,0
43860,0
34935,1
14382,0
35526,0
132526,0
126420,0
68491,0
98557,1
61786,0
1440,0
116407,0
48309,0
33856,1
61117,1
84127,0
93863,1
16478,1
38051,1
134764,0
7648,0
86807,0
81277,0
82286,0
57479,1
61708,0
26340,0
85270,0
136128,0
81580,1
44134,0
18666,0
77170,0
128098,1
120504,1
72733,1
111674,0
57390,0
18122,0
88912,0
120037,1
89730,1
57374,0
74193,1
108524,1
128957,0
111808,1
125028,1
64949,0
53846,0
28370,0
44418,1
126194,0
33791,0
96366,0
16452,0
7811,0
121356,1
105706,0
54052,0
133938,1
59695,0
75335,0
71091,1
32567,0
23069,0
48681,1
72557,0
131484,1
92215,0
284,0
65204,0
9821,0
132826,0
112703,1
4290,0
46641,1
14814,1
88389,1
62840,1
130932,0
41745,1
111694,0
86571,1
57641,1
101895,1
27800,0
132359,0
107107,0
13540,0
71458,0
127066,0
58019,0
105977,0
28114,0
117040,0
67197,1
42091,1
72331,1
108997,0
25424,0
12896,1
33463,1
101096,1
115353,0
125244,0
39416,1
38897,1
9428,0
134760,1
61656,0
68469,1
2038,1
92420,0
102436,0
35133,0
48352,0
134277,0
107643,0
114389,0
77830,1
27530,0
13985,0
79726,1
1554,1
27236,1
89415,0
130892,1
137438,0
80271,0
33819,1
20763,1
126314,1
137625,1
92018,1
113139,0
95985,0
70821,0
111838,1
18764,0
84190,1
64551,1
404,1
49832,0
107932,0
44790,0
60408,0
65572,0
2657,1
123183,1
112987,1
29373,0
7126,0
77334,1
82364,0
67920,0
15701,1
7992,1
134079,0
60425,0
76937,0
5368,1
72713,0
21558,1
43192,0
27277,0
75722,0
121970,1
136552,0
59954,1
128490,0
109748,0
44505,1
123805,0
124410,0
131285,1
50161,0
113901,0
124696,1
11053,0
94860,0
29097,1
26624,1
119857,0
7640,0
128231,0
95480,0
65581,0
108522,1
6887,1
58257,0
45041,1
4378,1
49410,0
114909,1
49710,1
105291,0
115145,1
68232,0
121133,0
119025,1
14006,1
70756,0
48113,1
55752,1
102254,1
122020,0
40312,1
46940,1
135475,1
32449,1
16434,1
72166,1
109646,0
36548,0
109343,1
10204,0
36175,0
104982,0
124593,1
43106,0
95141,1
56586,1
128324,1
25365,0
123574,0
11591,0
131132,0
125515,0
371,0
34225,0
107300,1
66361,0
60864,0
74278,1
49684,1
90592,1
36848,1
34816,0
21410,0
52913,0
63305,0
59095,1
25278,1
45116,0
98595,0
36990,0
128752,0
76878,1
17904,0
18300,1
23148,0
117919,1
96487,1
22709,0
21587,1
48919,0
8590,0
96998,1
15121,1
122796,1
69508,0
98456,0
62251,1
45691,0
125981,1
131676,0
20837,0
36594,1
115688,1
50785,0
115750,0
40819,0
110721,0
5213,0
114894,0
79238,1
52933,0
125416,0
70090,0
15300,0
98397,0
95305,0
14668,1
120423,0
72422,0
98439,1
36805,1
52215,0
42781,1
31319,0
127620,1
28731,1
95905,0
88457,0
98163,0
55997,1
63482,1
125762,1
107482,0
101144,0
30130,1
1809,1
98429,1
32032,0
7833,0
102278,0
77129,0
123972,1
67812,1
129210,0
96124,1
13864,0
44887,0
76331,0
6442,0
106381,1
73648,0
33343,0
88033,1
72606,0
5571,1
115874,0
81464,1
88362,1
45969,0
68954,1
32473,1
99822,1
58638,0
118896,1
119325,0
45093,1
116859,0
31569,0
114310,0
133146,0
131552,1
14841,0
50214,1
58725,0
45346,0
117303,0
79323,1
56800,0
22543,0
109463,0
76868,0
110045,1
15437,1
44211,1
55481,0
115154,0
48149,1
132813,1
102097,1
7299,0
94839,0
41758,0
98487,0
91838,0
76357,0
95009,0
75091,0
101920,1
48936,0
87094,1
95114,0
87309,0
76398,1
114416,0
126312,0
134562,1
30906,0
38603,1
119669,1
61450,0
59707,0
54396,0
15811,0
89095,0
85287,1
137189,0
77944,0
123974,0
27275,0
83074,1
92567,0
36512,1
117157,0
112745,0
17912,0
57905,0
111140,0
37009,1
54841,1
37309,1
7614,0
64177,0
35413,1
130718,0
26075,0
63414,0
32165,1
85838,0
30401,1
37336,0
89057,1
23883,0
34617,0
67517,1
38084,1
107554,1
81947,1
66289,1
122718,1
67113,1
45961,1
117222,0
12123,1
100460,0
77503,1
24236,0
13947,0
2647,1
66275,0
69202,1
118942,1
64396,1
9748,0
120142,0
3299,1
65069,1
111207,0
10699,1
54726,0
32691,1
64513,0
101193,0
47705,0
38718,0
40184,1
92112,1
55836,1
74051,0
121139,0
102848,0
8556,0
87357,0
109776,0
3078,1
23322,1
71335,0
103070,0
123192,1
97603,0
78752,0
84109,1
61911,0
82524,1
114300,0
97921,1
4127,0
107684,0
58540,0
27459,1
87004,1
45837,1
36238,1
133946,1
80740,1
21577,1
133013,1
27131,0
23153,1
105679,1
86148,0
9580,1
42896,1
77302,1
56040,0
71981,0
37317,1
101034,0
12982,0
36429,0
95133,1
116297,1
45310,0
1577,1
108206,0
7834,0
12500,0
22778,1
46848,1
35126,0
6209,0
25509,0
32889,0
44794,0
45648,0
54162,1
57281,0
72715,1
61744,0
86864,0
72508,0
42634,0
44323,0
99376,0
34891,1
120284,0
33722,0
92685,0
116960,1
56702,0
115936,1
54517,1
63301,0
91468,1
89520,1
106586,1
116344,1
14618,0
7559,1
106132,1
62103,0
86243,0
68081,0
9270,0
32239,0
107662,1
50640,0
53500,0
115282,0
69371,1
95497,0
58740,0
114819,0
31236,0
76259,0
97128,0
94890,0
82178,0
88915,0
119299,0
43951,0
59384,0
114290,1
12152,1
25888,1
107692,0
42625,0
122127,1
48474,0
52494,0
91353,1
136597,1
70642,0
23009,0
97616,1
1511,0
32747,0
73110,1
111509,0
54230,0
84308,0
93855,1
126433,1
115810,0
114193,0
12064,0
38993,0
87703,0
80860,0
60241,0
132983,0
41984,1
75229,0
83949,0
39354,1
24389,1
73840,1
128745,1
24931,1
97152,0
64384,0
25219,0
15322,1
19539,0
80282,0
56984,0
89726,0
7449,1
20451,0
116690,1
22794,1
50230,0
59650,0
2133,1
120047,0
104143,0
62702,1
71074,1
76900,0
111355,0
111733,0
24301,1
80878,0
113574,0
40497,0
9140,1
73243,0
82730,0
121464,0
129655,0
43224,1
12808,0
54792,0
62398,1
78381,0
99585,0
30747,0
107737,0
19125,0
53681,0
84595,0
60920,0
122670,1
64267,0
133994,1
117502,0
12386,1
4584,0
42845,0
6537,1
70100,0
34144,1
126281,0
45467,0
88562,1
68776,1
87906,0
26412,0
8862,1
117826,0
28366,0
48666,0
92654,1
126359,1
135966,1
135048,1
18278,1
99842,0
98520,1
118776,1
35023,1
133409,1
32042,0
133521,0
92939,0
115539,1
103029,0
10042,1
116363,0
25810,0
89357,0
74587,0
135801,1
40264,1
8220,0
95636,1
137350,0
48498,0
60275,0
57617,0
119868,0
102692,0
98494,1
351,1
106558,0
72096,1
88340,0
75435,0
47456,0
9022,0
79733,1
29296,0
122513,1
9742,0
17192,1
7551,1
789,0
103305,0
134191,1
10806,0
121299,0
6100,0
9568,1
97568,1
9899,1
103109,0
59087,0
104436,0
90051,1
51550,0
41855,1
95593,0
28009,1
50476,0
38458,0
23971,1
114935,0
114534,0
71904,0
981,0
38658,1
35308,0
85340,0
68366,1
131501,1
25579,0
49878,1
18898,1
55143,1
39457,1
124230,1
9727,1
28231,0
91806,1
48225,0
123249,0
137321,0
47198,0
11614,0
124374,1
16683,0
107295,0
46118,1
76001,0
40631,1
134478,0
96350,1
72598,0
18870,0
34247,1
36119,0
6583,1
133393,0
38305,0
62681,0
8121,0
26048,0
67910,0
82008,0
92620,1
40887,1
18930,0
84414,1
52985,1
9858,0
8143,0
48677,0
16881,0
26137,0
76914,0
5956,0
112834,1
21049,1
116009,0
93026,1
133669,1
59225,1
38067,1
68919,0
73849,1
26941,0
104573,1
40300,0
92933,0
2488,0
57440,1
104242,0
1363,1
20223,0
120889,0
78564,0
79465,1
33430,0
115960,0
106710,0
101726,0
19991,1
29831,1
126919,1
38826,0
14682,1
97927,0
39036,1
62459,0
47578,0
7982,1
53698,0
94484,0
24829,0
133677,1
31828,0
115926,0
78159,0
64244,1
72033,0
100153,0
10774,0
47178,0
8032,1
108183,0
132575,0
74198,0
129888,1
23801,0
34299,1
61903,1
102894,1
69062,1
126926,1
57331,0
119424,0
136289,1
101382,0
36570,1
83226,0
71030,0
60448,0
60401,1
22521,0
84270,1
36284,1
37516,0
18525,0
125483,1
86391,0
60967,0
69141,0
2606,0
87950,0
69393,1
61833,0
126209,1
39753,1
83591,0
92175,0
110323,0
105454,0
37671,1
86672,0
126160,0
70460,0
99531,1
130782,0
3665,0
133044,1
105927,1
